aUrlId,pId,aId,aName
2146033527,p1016,a4665,Liang Chen
2146033527,p1024,a4665,Liang Chen
35908016,p1016,a4666,L. Heikkinen
39739265,p1016,a4667,Changliang Wang
39739265,p1024,a4667,Changliang Wang
2152917580,p1016,a4668,Yang Yang
2350174,p1016,a4669,Huiyan Sun
2350174,p1024,a4669,Huiyan Sun
143982657,p1016,a4670,G. Wong
143982657,p1024,a4670,G. Wong
3387623,p1017,a4671,Seonwoo Min
2821668,p1017,a4672,Byunghan Lee
2999019,p1017,a4673,Sungroh Yoon
3287187,p1018,a4674,S. C. Shah
2166412031,p1018,a4675,Myong-Soon Park
9407734,p1018,a4676,Wan-Sik Choi
2113620529,p1018,a4677,Sajjad Hussain
47311590,p1018,a4678,A. Bashir
2422310,p1019,a4679,F. Sedlazeck
2422310,p1404,a4679,F. Sedlazeck
48412296,p1019,a4680,Hayan Lee
9760732,p1019,a4681,Charlotte A. Darby
40370599,p1020,a4682,Byungjin Hwang
38785045,p1020,a4683,D. Bang
2145284589,p1021,a4684,Zhongyang Liu
2065453643,p1021,a4685,Feifei Guo
38706331,p1021,a4686,Yong Wang
145403822,p1021,a4687,Chun Li
2108029908,p1021,a4688,Xinlei Zhang
2115563825,p1021,a4689,Honglei Li
47984041,p1021,a4690,Lihong Diao
2810490,p1021,a4691,Jiangyong Gu
2108821199,p1021,a4692,Dong Li
144205485,p1021,a4693,F. He
50632383,p1022,a4694,K. Okonechnikov
50632383,p1379,a4694,K. Okonechnikov
91857062,p1022,a4695,O. Golosova
2330598,p1022,a4696,M. Fursov
2112823459,p1023,a4697,Yue Cao
26339028,p1023,a4698,Thomas A. Geddes
1745108,p1023,a4699,Pengyi Yang
1745108,p1179,a4699,Pengyi Yang
2051631891,p1024,a4700,Juexin Wang
2116797801,p1024,a4701,Yanchun Liang
2152540704,p1024,a4702,Yan Wang
9432769,p1025,a4703,Md. Rezaul Karim
2045001,p1025,a4704,O. Beyan
40310935,p1025,a4705,Achille Zappa
2068166581,p1025,a4706,I. G. Costa
1401969734,p1025,a4707,D. Rebholz-Schuhmann
1708906,p1025,a4708,M. Cochez
2055310399,p1025,a4709,Stefan Decker
2127379157,p1026,a4710,Chen Chen
1419904153,p1026,a4711,Jie Hou
1729882,p1026,a4712,J. Tanner
39609402,p1026,a4713,Jianlin Cheng
2108618052,p1027,a4714,Weizhong Li
2108618052,p1039,a4714,Weizhong Li
37836565,p1027,a4715,A. Cowley
37836565,p1038,a4715,A. Cowley
38782947,p1027,a4716,Mahmut Uludag
38782947,p1107,a4716,Mahmut Uludag
40311159,p1027,a4717,Tamer Gur
40311159,p1270,a4717,Tamer Gur
2104631,p1027,a4718,H. McWilliam
2104631,p1039,a4718,H. McWilliam
2104631,p1107,a4718,H. McWilliam
2104631,p1396,a4718,H. McWilliam
2104631,p2303,a4718,H. McWilliam
2104631,p2347,a4718,H. McWilliam
2826934,p1027,a4719,S. Squizzato
2826934,p1039,a4719,S. Squizzato
153777984,p1027,a4720,Y. M. Park
153777984,p1270,a4720,Y. M. Park
2901032,p1027,a4721,Nicola Buso
2901032,p1270,a4721,Nicola Buso
144037581,p1027,a4722,R. Lopez
144037581,p1038,a4722,R. Lopez
144037581,p1039,a4722,R. Lopez
144037581,p1107,a4722,R. Lopez
144037581,p1270,a4722,R. Lopez
144037581,p1305,a4722,R. Lopez
144037581,p1378,a4722,R. Lopez
144037581,p1396,a4722,R. Lopez
144037581,p2101,a4722,R. Lopez
144037581,p2174,a4722,R. Lopez
144037581,p2231,a4722,R. Lopez
144037581,p2303,a4722,R. Lopez
144037581,p2347,a4722,R. Lopez
144037581,p2372,a4722,R. Lopez
144037581,p2389,a4722,R. Lopez
144037581,p2454,a4722,R. Lopez
144037581,p2467,a4722,R. Lopez
2116610243,p1028,a4723,Yu Li
2110927358,p1028,a4724,Chao Huang
49594796,p1028,a4725,Lizhong Ding
66545108,p1028,a4726,Zhongxiao Li
9416845,p1028,a4727,Yijie Pan
143703146,p1028,a4728,Xin Gao
143703146,p1165,a4728,Xin Gao
2107435012,p1029,a4729,J. Davis
31852488,p1030,a4730,B. Grant
2975027,p1030,a4731,Lars Skjaerven
1913173,p1030,a4732,Xin-Qiu Yao
2958240,p1031,a4733,Panu Artimo
2892824,p1031,a4734,Manohar Jonnalagedda
1733760,p1031,a4735,K. Arnold
3004899,p1031,a4736,Delphine Baratin
3004899,p1396,a4736,Delphine Baratin
2545870,p1031,a4737,Gábor Csárdi
144901947,p1031,a4738,E. D. Castro
144901947,p1396,a4738,E. D. Castro
144901947,p2231,a4738,E. D. Castro
144901947,p2322,a4738,E. D. Castro
144901947,p2354,a4738,E. D. Castro
2204548,p1031,a4739,Volker Flegel
49312883,p1031,a4740,Arnaud Fortier
1784123,p1031,a4741,E. Gasteiger
1784123,p1316,a4741,E. Gasteiger
1784123,p1396,a4741,E. Gasteiger
1707840,p1031,a4742,A. Grosdidier
145513323,p1031,a4743,Céline Hernandez
2064557089,p1031,a4744,D. Kuznetsov
1898439,p1031,a4745,R. Liechti
3019915,p1031,a4746,S. Moretti
2671358,p1031,a4747,K. Mostaguir
1876480,p1031,a4748,N. Redaschi
1876480,p1396,a4748,N. Redaschi
1876480,p2101,a4748,N. Redaschi
2397837,p1031,a4749,G. Rossier
2678967,p1032,a4750,S. Tyanova
2063110275,p1032,a4751,Jüergen Cox
2058339315,p1034,a4752,D. Abraham
2058339315,p2158,a4752,D. Abraham
2409370,p1034,a4753,O. Dalay
2409370,p1169,a4753,O. Dalay
2409370,p2158,a4753,O. Dalay
1779972,p1034,a4754,T. Driscoll
1779972,p2158,a4754,T. Driscoll
40069558,p1034,a4755,Joseph J Gillespie
40069558,p1169,a4755,Joseph J Gillespie
40069558,p2158,a4755,Joseph J Gillespie
2075153808,p1034,a4756,R. Gough
2075153808,p2158,a4756,R. Gough
145783944,p1034,a4757,D. Hix
145783944,p1169,a4757,D. Hix
145783944,p2125,a4757,D. Hix
145783944,p2158,a4757,D. Hix
46461978,p1034,a4758,Julie Schulman
46461978,p1169,a4758,Julie Schulman
46461978,p2158,a4758,Julie Schulman
2067534618,p1034,a4759,Daniel E. Sullivan
2067534618,p1169,a4759,Daniel E. Sullivan
2067534618,p2158,a4759,Daniel E. Sullivan
1706496,p1034,a4760,R. Will
1706496,p1169,a4760,R. Will
1706496,p2158,a4760,R. Will
2116319469,p1034,a4761,M. Wilson
2116319469,p2158,a4761,M. Wilson
2200138351,p1034,a4762,Chengdong Zhang
2200138351,p1169,a4762,Chengdong Zhang
2200138351,p2158,a4762,Chengdong Zhang
36124320,p1034,a4763,Yan Zhang
36124320,p2158,a4763,Yan Zhang
143712175,p1034,a4764,B. Sobral
143712175,p1169,a4764,B. Sobral
143712175,p1473,a4764,B. Sobral
143712175,p2158,a4764,B. Sobral
144153583,p1035,a4765,R. Pereira
87282288,p1035,a4766,J. Oliveira
144024225,p1035,a4767,M. Sousa
39693992,p1036,a4768,Binhua Tang
152762551,p1036,a4769,Zixiang Pan
2065233803,p1036,a4770,Kang Yin
88727882,p1036,a4771,Asif Khateeb
1401449451,p1037,a4772,Gloria I. Giraldo-Calderón
1760521,p1037,a4773,S. Emrich
1760521,p1194,a4773,S. Emrich
39702872,p1037,a4774,R. MacCallum
39702872,p1194,a4774,R. MacCallum
47978897,p1037,a4775,G. Maslen
2685034,p1037,a4776,E. Dialynas
2685034,p1194,a4776,E. Dialynas
2404168,p1037,a4777,P. Topalis
2404168,p1194,a4777,P. Topalis
2069439959,p1037,a4778,Nicholas Ho
1702333,p1037,a4779,S. Gesing
1728986,p1037,a4780,G. Madey
3155068,p1037,a4781,F. Collins
145844381,p1037,a4782,D. Lawson
145844381,p1194,a4782,D. Lawson
3189861,p1038,a4783,Szymon Chojnacki
2116658935,p1038,a4784,Joon Lee
2116658935,p1270,a4784,Joon Lee
46714399,p1038,a4785,A. Foix
3036080,p1039,a4786,M. Goujon
3036080,p1396,a4786,M. Goujon
35320024,p1039,a4787,F. Valentin
35320024,p1378,a4787,F. Valentin
35320024,p2174,a4787,F. Valentin
35320024,p2467,a4787,F. Valentin
2953446,p1039,a4788,J. Pärn
2702740,p1040,a4789,Qina Tan
1941933,p1040,a4790,Joseph Kir
2115518548,p1040,a4791,David Liu
2059305617,p1040,a4792,David Bryant
49813765,p1040,a4793,Yongjian Guo
49258152,p1040,a4794,Robert M. Stephens
3219054,p1040,a4795,M. Baseler
2061630201,p1040,a4796,H. C. Lane
2061630201,p2033,a4796,H. C. Lane
2061630201,p2333,a4796,H. C. Lane
49535500,p1042,a4797,Kun Lan
11268918,p1042,a4798,Dan-tong Wang
143601468,p1042,a4799,S. Fong
2117085025,p1042,a4800,Liansheng Liu
2110546079,p1042,a4801,K. K. L. Wong
2110546079,p1062,a4801,K. K. L. Wong
71212644,p1042,a4802,N. Dey
144268946,p1044,a4803,Q. Zou
144268946,p1082,a4803,Q. Zou
144268946,p1117,a4803,Q. Zou
2113480315,p1044,a4804,Gang Lin
2902461,p1044,a4805,Xingpeng Jiang
46522058,p1044,a4806,Xiangrong Liu
7724819,p1044,a4807,Xiangxiang Zeng
145892613,p1045,a4808,K. Chou
145892613,p1199,a4808,K. Chou
145892613,p1201,a4808,K. Chou
145892613,p1231,a4808,K. Chou
1827176,p1046,a4809,T. Oinn
1827176,p2372,a4809,T. Oinn
145336433,p1046,a4810,M. Addis
2058881856,p1046,a4811,Justin Ferris
145112436,p1046,a4812,D. Marvin
2054776,p1046,a4813,M. Senger
2054776,p1397,a4813,M. Senger
2169393478,p1046,a4814,Robert Mark Greenwood
38715189,p1046,a4815,T. Carver
38715189,p2421,a4815,T. Carver
48742400,p1046,a4816,Kevin Glover
1930317,p1046,a4817,Matthew R. Pocock
1930317,p1239,a4817,Matthew R. Pocock
1930317,p1387,a4817,Matthew R. Pocock
1930317,p1397,a4817,Matthew R. Pocock
1930317,p2222,a4817,Matthew R. Pocock
1813523,p1046,a4818,A. Wipat
3294711,p1046,a4819,Peter Li
3294711,p1190,a4819,Peter Li
2910714,p1047,a4820,W. L. Cava
23989033,p1047,a4821,Zairah Mustahsan
24019459,p1047,a4822,Akshay Varik
2133039867,p1048,a4823,Yun Zhang
2133039867,p1137,a4823,Yun Zhang
6281013,p1048,a4824,B. Aevermann
2304148,p1048,a4825,T. Anderson
1869304,p1048,a4826,G. Dauphin
46912803,p1048,a4827,Z. Gu
46912803,p1137,a4827,Z. Gu
4475863,p1048,a4828,Sherry He
2109966449,p1048,a4829,Sanjeev Kumar
2109966449,p1135,a4829,Sanjeev Kumar
2109966449,p1137,a4829,Sanjeev Kumar
2084587950,p1048,a4830,C. Larsen
2084587950,p1135,a4830,C. Larsen
2084587950,p1137,a4830,C. Larsen
2223199,p1048,a4831,Alexandra J. Lee
2116432503,p1048,a4832,Xiaomei Li
2439632,p1048,a4833,C. Macken
2439632,p1135,a4833,C. Macken
13487928,p1048,a4834,Colin Mahaffey
48443429,p1048,a4835,B. Pickett
48443429,p1135,a4835,B. Pickett
48443429,p1137,a4835,B. Pickett
2059687279,p1048,a4836,Brian Reardon
48166724,p1048,a4837,Lucy Stewart
7274012,p1048,a4838,C. Suloway
2113638675,p1048,a4839,Guangyu Sun
2069440689,p1048,a4840,Lei Tong
6205045,p1048,a4841,A. Vincent
33949362,p1048,a4842,S. Zaremba
33949362,p1135,a4842,S. Zaremba
33949362,p1137,a4842,S. Zaremba
2015221,p1048,a4843,Hongtao Zhao
46697010,p1048,a4844,Liwei Zhou
46697010,p1135,a4844,Liwei Zhou
46697010,p1137,a4844,Liwei Zhou
1697279,p1048,a4845,C. Zmasek
3345166,p1048,a4846,E. Klem
3345166,p1135,a4846,E. Klem
3345166,p1137,a4846,E. Klem
145125922,p1048,a4847,R. Scheuermann
145125922,p1135,a4847,R. Scheuermann
145125922,p1137,a4847,R. Scheuermann
145125922,p1473,a4847,R. Scheuermann
4555186,p1049,a4848,I. Maljkovic Berry
3388514,p1049,a4849,M. Melendrez
1390039212,p1049,a4850,K. Bishop-Lilly
1390039212,p1075,a4850,K. Bishop-Lilly
5056429,p1049,a4851,W. Rutvisuttinunt
6585568,p1049,a4852,S. Pollett
5028662,p1049,a4853,Eldin Talundzic
2069102399,p1049,a4854,Lindsay C Morton
4552486,p1049,a4855,R. Jarman
2469948,p1050,a4856,R. Azad
2701209,p1050,a4857,V. Shulaev
2701209,p1212,a4857,V. Shulaev
2701209,p1278,a4857,V. Shulaev
50229786,p1051,a4858,J. Gauthier
145326682,p1051,a4859,S. Charette
3916981,p1051,a4860,N. Derôme
2054838555,p1052,a4861,Quan Zou
90424497,p1052,a4862,Jian-Cang Zeng
40626740,p1052,a4863,Liujuan Cao
145592290,p1052,a4864,R. Ji
2146017357,p1053,a4865,Lin Liu
143793946,p1053,a4866,L. Tang
100607967,p1053,a4867,Wenfu Dong
1801228,p1053,a4868,Shaowen Yao
46352218,p1053,a4869,Wei Zhou
1763713,p1054,a4870,Chuming Chen
1763713,p1396,a4870,Chuming Chen
2446311,p1054,a4871,Hongzhan Huang
2446311,p1396,a4871,Hongzhan Huang
2446311,p1459,a4871,Hongzhan Huang
2446311,p2101,a4871,Hongzhan Huang
1744726,p1054,a4872,Cathy H. Wu
1744726,p1396,a4872,Cathy H. Wu
1744726,p1459,a4872,Cathy H. Wu
1744726,p2037,a4872,Cathy H. Wu
1744726,p2101,a4872,Cathy H. Wu
1744726,p2174,a4872,Cathy H. Wu
1744726,p2231,a4872,Cathy H. Wu
1744726,p2467,a4872,Cathy H. Wu
15252139,p1055,a4873,Imane Allali
39514835,p1055,a4874,Jason W. Arnold
143757965,p1055,a4875,J. Roach
2712272,p1055,a4876,M. B. Cadenas
3477836,p1055,a4877,N. Butz
143764478,p1055,a4878,H. Hassan
35068592,p1055,a4879,M. Koci
6223562,p1055,a4880,A. Ballou
144783842,p1055,a4881,Mary A. Mendoza
31558360,p1055,a4882,R. Ali
1387455778,p1055,a4883,M. Azcarate-Peril
3429011,p1056,a4884,Nathan Dowlin
1388775848,p1056,a4885,Ran Gilad-Bachrach
39763956,p1056,a4886,Kim Laine
2679550,p1056,a4887,K. Lauter
1813607,p1056,a4888,M. Naehrig
2372116,p1056,a4889,J. Wernsing
9687792,p1057,a4890,Despoina D. Roumpeka
145831777,p1057,a4891,R. Wallace
9672784,p1057,a4892,Frank Escalettes
40403265,p1057,a4893,I. Fotheringham
2162162987,p1057,a4894,M. Watson
6664221,p1058,a4895,S. Naccache
122343162,p1058,a4896,S. Federman
35225339,p1058,a4897,N. Veeraraghavan
143834867,p1058,a4898,M. Zaharia
5972657,p1058,a4899,Deanna Lee
6671188,p1058,a4900,E. Samayoa
40049278,p1058,a4901,J. Bouquet
5661834,p1058,a4902,A. Greninger
33111550,p1058,a4903,K. Luk
3657717,p1058,a4904,B. Enge
6163092,p1058,a4905,D. Wadford
47861105,p1058,a4906,S. Messenger
5606211,p1058,a4907,Gillian L Genrich
2093839550,p1058,a4908,Kristen Pellegrino
2933407,p1058,a4909,G. Grard
49713218,p1058,a4910,E. Leroy
143859654,p1058,a4911,B. S. Schneider
40314517,p1058,a4912,Joseph N. Fair
104245322,p1058,a4913,M. Martínez
5061825,p1058,a4914,P. Iša
3863653,p1058,a4915,J. Crump
2855952,p1058,a4916,J. Derisi
3000074,p1058,a4917,T. Sittler
144599345,p1058,a4918,J. Hackett
34660738,p1058,a4919,S. Miller
2320664,p1058,a4920,C. Chiu
5708429,p1059,a4921,Yasen Jiao
2531641,p1059,a4922,Pufeng Du
1736667,p1060,a4923,S. Ranganathan
145542952,p1060,a4924,K. Nakai
4767992,p1060,a4925,C. Schönbach
50606064,p1061,a4926,D. Agyei
4131264,p1061,a4927,A. Tsopmo
5360301,p1061,a4928,Chibuike C. Udenigwe
5360301,p1090,a4928,Chibuike C. Udenigwe
2747879,p1062,a4929,Leyi Wei
40370856,p1062,a4930,Shixiang Wan
48605161,p1062,a4931,Jiasheng Guo
2655552,p1063,a4932,T. Connor
2950704,p1063,a4933,N. Loman
153682990,p1063,a4934,Simon Thompson
153682990,p1063,a4934,Simon Thompson
2116584260,p1063,a4935,Andy Smith
153800599,p1063,a4936,Joel Southgate
15319181,p1063,a4937,Radoslaw Poplawski
36267560,p1063,a4938,M. Bull
48603799,p1063,a4939,Emily J. Richardson
83952021,p1063,a4940,Matt Ismail
153872679,p1063,a4941,C. Kitchen
13822686,p1063,a4942,Martyn F Guest
50121770,p1063,a4943,Marius Bakke
2155880,p1063,a4944,S. Sheppard
2871654,p1063,a4945,M. Pallen
1399145691,p1064,a4946,R. Soria-Guerra
1406537345,p1064,a4947,Ricardo Nieto-Gomez
1402424463,p1064,a4948,Dania O. Govea-Alonso
1398323983,p1064,a4949,S. Rosales‐Mendoza
50416785,p1066,a4950,P. Tieri
46622238,p1066,a4951,L. Farina
48952894,p1066,a4952,M. Petti
3006953,p1066,a4953,L. Astolfi
47097245,p1066,a4954,P. Paci
2978966,p1066,a4955,F. Castiglione
2176551,p1067,a4956,Andre Lamurias
1721340,p1067,a4957,F. Couto
143628071,p1068,a4958,T. Attwood
143628071,p1115,a4958,T. Attwood
143628071,p1248,a4958,T. Attwood
143628071,p1260,a4958,T. Attwood
143628071,p2101,a4958,T. Attwood
143628071,p2174,a4958,T. Attwood
143628071,p2231,a4958,T. Attwood
143628071,p2372,a4958,T. Attwood
143628071,p2454,a4958,T. Attwood
143628071,p2467,a4958,T. Attwood
29308880,p1068,a4959,S. Blackford
2094265,p1068,a4960,Michelle D. Brazas
2094265,p1072,a4960,Michelle D. Brazas
2094265,p1115,a4960,Michelle D. Brazas
2094265,p1373,a4960,Michelle D. Brazas
153227304,p1068,a4961,Angela Davies
1403081263,p1069,a4962,Alejandra Escobar-Zepeda
1429727036,p1069,a4963,Arturo Vera-Ponce de León
1398300347,p1069,a4964,A. Sánchez-Flores
46659335,p1070,a4965,Lipo Wang
2144276151,p1070,a4966,Yaoli Wang
2054389686,p1070,a4967,Qing Chang
3133264,p1071,a4968,T. Tatarinova
50132912,p1071,a4969,Ming Chen
31833165,p1071,a4970,Y. Orlov
35795893,p1072,a4971,N. Mulder
35795893,p1076,a4971,N. Mulder
35795893,p1084,a4971,N. Mulder
35795893,p1089,a4971,N. Mulder
35795893,p1115,a4971,N. Mulder
35795893,p1120,a4971,N. Mulder
35795893,p2174,a4971,N. Mulder
35795893,p2231,a4971,N. Mulder
35795893,p2372,a4971,N. Mulder
35795893,p2454,a4971,N. Mulder
35795893,p2467,a4971,N. Mulder
145481478,p1072,a4972,R. Schwartz
145481478,p1111,a4972,R. Schwartz
1716749,p1072,a4973,C. Brooksbank
1716749,p1111,a4973,C. Brooksbank
1716749,p1260,a4973,C. Brooksbank
1716749,p1338,a4973,C. Brooksbank
2070163,p1072,a4974,B. Gaëta
2070163,p1111,a4974,B. Gaëta
35099623,p1072,a4975,S. Morgan
1928845,p1072,a4976,M. Pauley
1928845,p1080,a4976,M. Pauley
1928845,p1092,a4976,M. Pauley
2067761,p1072,a4977,A. Rosenwald
2067761,p1080,a4977,A. Rosenwald
2067761,p1092,a4977,A. Rosenwald
2504694,p1072,a4978,G. Rustici
2504694,p1268,a4978,G. Rustici
2251039,p1072,a4979,M. Sierk
2251039,p1080,a4979,M. Sierk
2251039,p1092,a4979,M. Sierk
1690167,p1072,a4980,T. Warnow
1720872,p1072,a4981,L. Welch
1720872,p1080,a4981,L. Welch
1720872,p1092,a4981,L. Welch
1720872,p1111,a4981,L. Welch
1720872,p1198,a4981,L. Welch
1720872,p1200,a4981,L. Welch
7488553,p1073,a4982,S. Anslan
49841635,p1073,a4983,M. Bahram
32469319,p1073,a4984,Indrek Hiiesalu
3025949,p1073,a4985,L. Tedersoo
3025949,p1460,a4985,L. Tedersoo
5963600,p1074,a4986,A. Kinghorn
31860032,p1074,a4987,Lewis A Fraser
5966078,p1074,a4988,S. Liang
40466645,p1074,a4989,Simon Chi-Chin Shiu
3062082,p1075,a4990,Po-E Li
36218081,p1075,a4991,C. Lo
2110846200,p1075,a4992,Joseph J. Anderson
4991650,p1075,a4993,K. Davenport
2118039622,p1075,a4994,Yan Xu
2109249090,p1075,a4995,Sanaa A. Ahmed
2113511045,p1075,a4996,Shihai Feng
1903962,p1075,a4997,V. Mokashi
46951632,p1075,a4998,P. Chain
82157487,p1076,a4999,E. Adebiyi
82157487,p1120,a4999,E. Adebiyi
49552676,p1076,a5000,R. Alami
3036615,p1076,a5001,A. Benkahla
4338261,p1076,a5002,J. Brandful
46310199,p1076,a5003,S. Doumbia
3091648,p1076,a5004,D. Everett
3091648,p1120,a5004,D. Everett
4699906,p1076,a5005,Faisal M. Fadlelmola
4699906,p1089,a5005,Faisal M. Fadlelmola
153879218,p1076,a5006,F. Gaboun
6235024,p1076,a5007,S. Gaseitsiwe
50458948,p1076,a5008,H. Ghazal
3295785,p1076,a5009,S. Hazelhurst
3295785,p1089,a5009,S. Hazelhurst
1777821,p1076,a5010,Winston A Hide
2308149,p1076,a5011,A. Ibrahimi
1403837173,p1076,a5012,Yasmina Jaufeerally Fakim
144289001,p1076,a5013,C. Jongeneel
144289001,p1089,a5013,C. Jongeneel
144383322,p1076,a5014,F. Joubert
144383322,p1089,a5014,F. Joubert
2258626,p1076,a5015,S. Kassim
49939131,p1076,a5016,J. Kayondo
49939131,p1084,a5016,J. Kayondo
2992016,p1076,a5017,Judit Kumuthini
2992016,p1120,a5017,Judit Kumuthini
7230991,p1076,a5018,S. Lyantagaye
6150496,p1076,a5019,J. Makani
1403837169,p1076,a5020,Ahmed Mansour Alzohairy
1937423,p1076,a5021,D. Masiga
144050363,p1076,a5022,A. Moussa
4821617,p1076,a5023,O. Nash
1398894870,p1076,a5024,O. Ouwe Missi Oukem-Boyer
1380432370,p1076,a5025,E. Owusu-Dabo
3203858,p1076,a5026,Sumir Panji
3203858,p1084,a5026,Sumir Panji
3203858,p1089,a5026,Sumir Panji
3203858,p1120,a5026,Sumir Panji
2159798,p1076,a5027,H. Patterton
2159798,p1120,a5027,H. Patterton
13367720,p1076,a5028,F. Radouani
3747520,p1076,a5029,K. Sadki
5590516,p1076,a5030,F. Seghrouchni
48384782,p1076,a5031,Özlem Tastan Bishop
50429810,p1076,a5032,N. Tiffin
7966851,p1076,a5033,Nzovu K Ulenga
114543091,p1077,a5034,R. R. María
113712593,p1077,a5035,C. J. Arturo
113750565,p1077,a5036,J. Alicia
114396408,p1077,a5037,M. G. Paulina
113657247,p1077,a5038,Aparicio‐Ozores Gerardo
1382173699,p1078,a5039,Olivier B. Poirion
145507909,p1078,a5040,Xun Zhu
5926615,p1078,a5041,T. Ching
65975586,p1078,a5042,L. Garmire
1780462,p1079,a5043,A. Oulas
48345913,p1079,a5044,G. Minadakis
3140011,p1079,a5045,M. Zachariou
10793623,p1079,a5046,K. Sokratous
1913912,p1079,a5047,M. Bourdakou
49119796,p1079,a5048,G. Spyrou
8014038,p1080,a5049,Melissa A. Wilson Sayres
8014038,p1092,a5049,Melissa A. Wilson Sayres
2053214507,p1080,a5050,Charles Hauser
2053214507,p1092,a5050,Charles Hauser
3494768,p1080,a5051,S. Robic
3494768,p1092,a5051,S. Robic
153580525,p1080,a5052,Todd M Smith
153580525,p1092,a5052,Todd M Smith
144591473,p1080,a5053,E. Triplett
144591473,p1092,a5053,E. Triplett
2111787413,p1080,a5054,Jason J. Williams
2111787413,p1092,a5054,Jason J. Williams
2715017,p1080,a5055,E. Dinsdale
2715017,p1092,a5055,E. Dinsdale
2059495077,p1080,a5056,W. Morgan
2059495077,p1092,a5056,W. Morgan
31855204,p1080,a5057,J. Burnette
31855204,p1092,a5057,J. Burnette
48817101,p1080,a5058,S. Donovan
48817101,p1092,a5058,S. Donovan
32635146,p1080,a5059,Jennifer C. Drew
32635146,p1092,a5059,Jennifer C. Drew
4711288,p1080,a5060,S. Elgin
4711288,p1092,a5060,S. Elgin
49797279,p1080,a5061,E. Fowlks
49797279,p1092,a5061,E. Fowlks
1399276780,p1080,a5062,S. Galindo-Gonzalez
1399276780,p1092,a5062,S. Galindo-Gonzalez
48859655,p1080,a5063,Anya L. Goodman
48859655,p1092,a5063,Anya L. Goodman
145354026,p1080,a5064,N. Grandgenett
145354026,p1092,a5064,N. Grandgenett
4090020,p1080,a5065,Carlos C. Goller
4090020,p1092,a5065,Carlos C. Goller
1927861,p1080,a5066,J. Jungck
1927861,p1092,a5066,J. Jungck
47213204,p1080,a5067,J. Newman
47213204,p1092,a5067,J. Newman
143668037,p1080,a5068,William R. Pearson
143668037,p1092,a5068,William R. Pearson
40318131,p1080,a5069,E. Ryder
40318131,p1092,a5069,E. Ryder
1403012838,p1080,a5070,R. Tosado-Acevedo
1403012838,p1092,a5070,R. Tosado-Acevedo
3829829,p1080,a5071,W. Tapprich
3829829,p1092,a5071,W. Tapprich
35461301,p1080,a5072,T. Tobin
35461301,p1092,a5072,T. Tobin
1414742041,p1080,a5073,Arlín Toro-Martínez
32164350,p1080,a5074,R. Wright
32164350,p1092,a5074,R. Wright
46227024,p1080,a5075,David Ebenbach
46227024,p1092,a5075,David Ebenbach
10143584,p1080,a5076,Kimberly C. Olney
27836562,p1080,a5077,M. McWilliams
27836562,p1092,a5077,M. McWilliams
2373411,p1081,a5078,R. Bao
2109138469,p1081,a5079,Lei Huang
143873705,p1081,a5080,J. Andrade
2070760527,p1081,a5081,W. Tan
3052644,p1081,a5082,W. Kibbe
48579388,p1081,a5083,Hongmei Jiang
2069965581,p1081,a5084,Gang Feng
2114010769,p1082,a5085,Runxin Guo
2143935919,p1082,a5086,Yi Zhao
37413468,p1082,a5087,X. Fang
2077528064,p1082,a5088,Shaoliang Peng
1976568,p1083,a5089,X. Xia
1976568,p1469,a5089,X. Xia
17288947,p1084,a5090,Kim T. Gurwitz
36675360,p1084,a5091,S. Aron
36675360,p1089,a5091,S. Aron
12716368,p1084,a5092,Suresh Maslamoney
144352663,p1084,a5093,Pedro L. Fernandes
144352663,p1260,a5093,Pedro L. Fernandes
34879350,p1084,a5094,D. P. Judge
34879350,p1260,a5094,D. P. Judge
2079223,p1084,a5095,Amel Ghouila
2079223,p1120,a5095,Amel Ghouila
3427582,p1084,a5096,Jean-Baka Domelevo Entfellner
6913031,p1084,a5097,F. Guerfali
2069882503,p1084,a5098,Colleen Saunders
2274946,p1084,a5099,A. Alzohairy
2274946,p1120,a5099,A. Alzohairy
49758517,p1084,a5100,S. P. Salifu
117826331,p1084,a5101,Rehab Ahmed
145397182,p1084,a5102,R. Cloete
6382404,p1084,a5103,D. Ssemwanga
37107668,p1084,a5104,H. Consortium
6564593,p1085,a5105,Ziqi Tao
2058459677,p1085,a5106,Aimin Shi
2150924905,p1085,a5107,Rui Li
2108941558,p1085,a5108,Yiqiu Wang
2153687804,p1085,a5109,Xin Wang
2449132,p1086,a5111,Jochen Singer
49169522,p1086,a5112,A. Irmisch
47271346,p1086,a5113,Hans-Joachim Ruscheweyh
35366071,p1086,a5114,F. Singer
2623567,p1086,a5115,Nora C. Toussaint
35573044,p1086,a5116,M. Levesque
152472336,p1087,a5117,Charles E. Cook
32871321,p1087,a5118,M. Bergman
46699896,p1087,a5119,R. Finn
46699896,p1270,a5119,R. Finn
46699896,p2007,a5119,R. Finn
46699896,p2008,a5119,R. Finn
46699896,p2011,a5119,R. Finn
46699896,p2017,a5119,R. Finn
46699896,p2037,a5119,R. Finn
46699896,p2049,a5119,R. Finn
46699896,p2091,a5119,R. Finn
46699896,p2095,a5119,R. Finn
46699896,p2101,a5119,R. Finn
46699896,p2118,a5119,R. Finn
46699896,p2174,a5119,R. Finn
46699896,p2193,a5119,R. Finn
46699896,p2231,a5119,R. Finn
46699896,p2327,a5119,R. Finn
46699896,p2467,a5119,R. Finn
46699896,p2488,a5119,R. Finn
